sira,kelime,artikel,cogul,genitiv_tekil,frekans,coklu_anlam_uyari
8874,Atomkraftwerk,das,Atomkraftwerke,Atomkraftwerkes,129,
8875,Ausnahmezustand,der,Ausnahmezustände,Ausnahmezustandes,129,
8876,Probefahrt,die,Probefahrten,Probefahrt,129,
8877,Androide,der,Androiden,Androiden,129,
8878,Kirmes,die,Kirmessen,Kirmes,129,
8879,Schützengraben,der,Schützengräben,Schützengrabens,128,
8880,Triple,das,Triples,Triples,128,
8881,Bluthochdruck,der,-,Bluthochdruckes,128,
8882,Überschrift,die,Überschriften,Überschrift,128,
8883,Golfer,der,Golfer,Golfers,128,
8884,Großonkel,der,Großonkel,Großonkels,128,
8885,Pieper,der,Pieper,Piepers,128,
8886,Kniescheibe,die,Kniescheiben,Kniescheibe,128,
8887,Bekanntgabe,die,Bekanntgaben,Bekanntgabe,128,
8888,Torheit,die,Torheiten,Torheit,128,
8889,Menschenkenntnis,die,Menschenkenntnisse,Menschenkenntnis,128,
8890,Elektroschocker,der,Elektroschocker,Elektroschockers,128,
8891,Kontroverse,die,Kontroversen,Kontroverse,128,
8892,Gesinnung,die,Gesinnungen,Gesinnung,128,
8893,Tapetenwechsel,der,Tapetenwechsel,Tapetenwechsels,128,
8894,Reservoir,das,-,Reservoirs,128,
8895,Kriegsministerium,das,Kriegsministerien,Kriegsministeriums,128,
8896,Kosmetik,die,Kosmetika,Kosmetik,128,
8897,Volumen,das,-,Volumens,128,
8898,Armada,die,-,Armada,128,
8899,Anmerkung,die,Anmerkungen,Anmerkung,128,
8900,Kommissariat,das,Kommissariate,Kommissariates,128,
8901,Stutzen,der,Stutzen,Stutzens,128,"EVET - iki farkli cinsiyeti var, kontrol et"
8902,Königshaus,das,Königshäuser,Königshauses,128,
8903,Schnickschnack,der,-,Schnickschnacks,128,
8904,Pionier,der,Pioniere,Pioniers,128,
8905,Kimono,der,Kimonos,Kimonos,128,
8906,Kiesel,der,Kiesel,Kiesels,128,
8907,Amputation,die,Amputationen,Amputation,128,
8908,Pute,die,Puten,Pute,128,
8909,Schandfleck,der,Schandflecke,Schandflecks,128,
8910,Anämie,die,Anämien,Anämie,128,
8911,Vollkommenheit,die,Vollkommenheiten,Vollkommenheit,128,
8912,Augenklappe,die,Augenklappen,Augenklappe,128,
8913,Doppelzimmer,das,Doppelzimmer,Doppelzimmers,128,
8914,Betriebssystem,das,Betriebssysteme,Betriebssystems,128,
8915,Nerz,der,Nerze,Nerzes,128,
8916,Droide,der,Droiden,Droiden,128,
8917,Kopfhaut,die,Kopfhäute,Kopfhaut,127,
8918,Druckwelle,die,Druckwellen,Druckwelle,127,
8919,Stubenarrest,der,Stubenarreste,Stubenarrestes,127,
8920,Scharfrichter,der,Scharfrichter,Scharfrichters,127,
8921,Merkmal,das,Merkmale,Merkmals,127,
8922,Sur,die,Suren,Sur,127,
8923,Sandkasten,der,-,Sandkastens,127,
8924,Empathie,die,Empathien,Empathie,127,
8925,Weihnachtsabend,der,Weihnachtsabende,Weihnachtsabends,127,
8926,Ökosystem,das,Ökosysteme,Ökosystems,127,
8927,Informantin,die,Informantinnen,Informantin,127,
8928,Fixer,der,Fixer,Fixers,127,
8929,Hausherr,der,Hausherren,Hausherrn,127,
8930,Squaw,die,Squaws,Squaw,127,
8931,Selbstbeherrschung,die,-,Selbstbeherrschung,127,
8932,Pressemitteilung,die,Pressemitteilungen,Pressemitteilung,127,
8933,Arbeitsstelle,die,Arbeitsstellen,Arbeitsstelle,127,
8934,Magnetfeld,das,Magnetfelder,Magnetfeldes,127,
8935,Schadensbegrenzung,die,Schadensbegrenzungen,Schadensbegrenzung,127,
8936,Andacht,die,Andachten,Andacht,127,
8937,Kehlkopf,der,Kehlköpfe,Kehlkopfes,127,
8938,Beliebtheit,die,-,Beliebtheit,127,
8939,Schläfer,der,Schläfer,Schläfers,127,
8940,Komplexität,die,-,Komplexität,127,
8941,Keuschheit,die,-,Keuschheit,127,
8942,Einheimischer,der,-,-,127,
8943,Weltreise,die,Weltreisen,Weltreise,127,
8944,Wortschatz,der,Wortschätze,Wortschatzes,127,
8945,Lebensqualität,die,Lebensqualitäten,Lebensqualität,127,
8946,Nordsee,die,-,Nordsee,127,
8947,Profikiller,der,Profikiller,Profikillers,127,
8948,Blutwurst,die,Blutwürste,Blutwurst,127,
8949,Mündung,die,Mündungen,Mündung,127,
8950,Kognak,der,Kognaks,Kognaks,127,
8951,Satzung,die,Satzungen,Satzung,127,
8952,Ferse,die,Fersen,Ferse,127,
8953,Notstand,der,Notstände,Notstands,127,
8954,Minigolf,das,-,Minigolfs,127,
8955,Schwadron,die,Schwadronen,Schwadron,126,
8956,Gusto,der,Gustos,Gustos,126,
8957,Dreikäsehoch,der,-,Dreikäsehochs,126,
8958,Zuschuss,der,Zuschüsse,Zuschusses,126,
8959,Schwindlerin,die,Schwindlerinnen,Schwindlerin,126,
8960,Hauptbahnhof,der,Hauptbahnhöfe,Hauptbahnhofes,126,
8961,Croissant,das,Croissants,Croissants,126,
8962,Mouse,die,-,Mouse,126,
8963,Erotik,die,-,Erotik,126,
8964,Drogenmissbrauch,der,Drogenmissbräuche,Drogenmissbrauchs,126,
8965,Nachfolgerin,die,Nachfolgerinnen,Nachfolgerin,126,
8966,Dramatik,die,-,Dramatik,126,
8967,Polka,die,Polkas,Polka,126,
8968,Stuss,der,-,Stusses,126,
8969,Zeichensprache,die,Zeichensprachen,Zeichensprache,126,
8970,Vorzug,der,Vorzüge,Vorzugs,126,
8971,Unterkühlung,die,Unterkühlungen,Unterkühlung,126,
8972,Erdoberfläche,die,Erdoberflächen,Erdoberfläche,126,
8973,Dorftrottel,der,Dorftrottel,Dorftrottels,126,
8974,Redakteurin,die,Redakteurinnen,Redakteurin,126,
8975,Mikrochip,der,Mikrochips,Mikrochips,126,
8976,Mitspracherecht,das,Mitspracherechte,Mitspracherechtes,126,
8977,Onkelchen,das,Onkelchen,Onkelchens,126,
8978,Hutmacher,der,Hutmacher,Hutmachers,126,
8979,Gesamtbild,das,Gesamtbilder,Gesamtbildes,126,
8980,Augenweide,die,Augenweiden,Augenweide,126,
8981,Gebrauchtwagen,der,-,Gebrauchtwagens,126,
8982,Mörser,der,Mörser,Mörsers,126,
8983,Kriegsverbrecher,der,Kriegsverbrecher,Kriegsverbrechers,126,
8984,Teekanne,die,Teekannen,Teekanne,126,
8985,Ramme,die,Rammen,Ramme,126,"EVET - iki farkli cinsiyeti var, kontrol et"
8986,Laufsteg,der,Laufstege,Laufsteges,126,
8987,Zeitspanne,die,Zeitspannen,Zeitspanne,126,
8988,Auswertung,die,Auswertungen,Auswertung,126,
8989,Idefix,der,-,-,126,
8990,Darts,das,-,Darts,126,
8991,Einfachheit,die,-,Einfachheit,126,
8992,Zurückweisung,die,Zurückweisungen,Zurückweisung,126,
8993,Bestattungsinstitut,das,Bestattungsinstitute,Bestattungsinstitutes,126,
8994,Aufhebung,die,Aufhebungen,Aufhebung,126,
8995,Dackel,der,Dackel,Dackels,126,
8996,Familienmensch,der,Familienmenschen,Familienmenschen,126,
8997,Beschneidung,die,Beschneidungen,Beschneidung,126,
8998,Spendenaktion,die,Spendenaktionen,Spendenaktion,126,
8999,Logistik,die,Logistiken,Logistik,126,
9000,Raserei,die,Rasereien,Raserei,126,
9001,Rollbahn,die,Rollbahnen,Rollbahn,126,
9002,Stricher,der,Stricher,Strichers,126,
9003,Leibesvisitation,die,Leibesvisitationen,Leibesvisitation,126,
9004,Todesfalle,die,Todesfallen,Todesfalle,126,
9005,Rücklicht,das,Rücklichter,Rücklichts,125,
9006,Goldgrube,die,Goldgruben,Goldgrube,125,
9007,Stuhlgang,der,-,Stuhlgangs,125,
9008,Däne,der,Dänen,Dänen,125,
9009,Wirbelsturm,der,Wirbelstürme,Wirbelsturmes,125,
9010,Phalanx,die,Phalangen,Phalanx,125,
9011,Footballteam,das,Footballteams,Footballteams,125,
9012,Brass,der,-,Brasses,125,
9013,Bequemlichkeit,die,Bequemlichkeiten,Bequemlichkeit,125,
9014,Flugangst,die,-,Flugangst,125,
9015,Schulfreund,der,Schulfreunde,Schulfreundes,125,
9016,Gesundheitsbehörde,die,Gesundheitsbehörden,Gesundheitsbehörde,125,
9017,Tabelle,die,Tabellen,Tabelle,125,
9018,Sigma,das,Sigmas,Sigma,125,
9019,Vibration,die,Vibrationen,Vibration,125,
9020,Kohlenstoff,der,-,Kohlenstoffes,125,
9021,Quartett,das,Quartette,Quartetts,125,
9022,Miesepeter,der,Miesepeter,Miesepeters,125,
9023,Ungleichgewicht,das,Ungleichgewichte,Ungleichgewichts,125,
9024,Versicherungspolice,die,Versicherungspolicen,Versicherungspolice,125,
9025,Radiologie,die,-,Radiologie,125,
9026,Sommertag,der,Sommertage,Sommertages,125,
9027,U-Haft,die,-,U-Haft,125,
9028,Entwarnung,die,Entwarnungen,Entwarnung,125,
9029,Gedränge,das,Gedränge,Gedränges,125,
9030,Lieblingsplatz,der,Lieblingsplätze,Lieblingsplatzes,125,
9031,Muttersprache,die,Muttersprachen,Muttersprache,125,
9032,Beseitigung,die,Beseitigungen,Beseitigung,125,
9033,Schiffbruch,der,Schiffbrüche,Schiffbruches,125,
9034,Wake,die,Waken,Wake,125,
9035,Speisewagen,der,-,Speisewagens,125,
9036,Absturzstelle,die,Absturzstellen,Absturzstelle,125,
9037,Beschlagnahme,die,Beschlagnahmen,Beschlagnahme,125,
9038,Prozentsatz,der,Prozentsätze,Prozentsatzes,125,
9039,Hausschlüssel,der,Hausschlüssel,Hausschlüssels,125,
9040,Unterhändler,der,Unterhändler,Unterhändlers,124,
9041,Atemnot,die,-,Atemnot,124,
9042,Geschirrspüler,der,Geschirrspüler,Geschirrspülers,124,
9043,Grog,der,Grogs,Grogs,124,
9044,Kleinholz,das,Kleinhölzer,Kleinholzes,124,
9045,Instabilität,die,Instabilitäten,Instabilität,124,
9046,Brechstange,die,Brechstangen,Brechstange,124,
9047,Rothaut,die,Rothäute,Rothaut,124,
9048,Revolverheld,der,Revolverhelden,Revolverhelden,124,
9049,Barrikade,die,Barrikaden,Barrikade,124,
9050,Paella,die,Paellas,Paella,124,
9051,Sicherheitspersonal,das,-,Sicherheitspersonals,124,
9052,Schranke,die,Schranken,Schranke,124,
9053,Tierärztin,die,Tierärztinnen,Tierärztin,124,
9054,Penizillin,das,Penizilline,Penizillins,124,
9055,Einfallsreichtum,der,-,Einfallsreichtums,124,
9056,Gepäckträger,der,Gepäckträger,Gepäckträgers,124,
9057,Veganer,der,Veganer,Veganers,124,
9058,Fischstäbchen,das,Fischstäbchen,Fischstäbchens,124,
9059,Parkuhr,die,Parkuhren,Parkuhr,124,
9060,Ballen,der,Ballen,Ballens,124,
9061,Kegel,der,Kegel,Kegels,124,
9062,Trichter,der,Trichter,Trichters,124,
9063,Malta,die,-,Malta,124,
9064,Schnauzbart,der,Schnauzbärte,Schnauzbartes,124,
9065,Abschrift,die,Abschriften,Abschrift,124,
9066,Gewaltanwendung,die,Gewaltanwendungen,Gewaltanwendung,124,
9067,Sockel,der,Sockel,Sockels,124,
9068,Harakiri,das,Harakiris,Harakiri,124,
9069,Jurist,der,Juristen,Juristen,124,
9070,Indiz,das,Indizien,Indizes,124,
9071,Schubkarre,die,Schubkarren,Schubkarre,124,
9072,Erzherzog,der,-,Erzherzogs,124,
9073,Dreirad,das,Dreiräder,Dreirades,124,
9074,Duplikat,das,Duplikate,Duplikats,124,
9075,Flamingo,der,Flamingos,Flamingos,123,
9076,Gutenachtkuss,der,Gutenachtküsse,Gutenachtkusses,123,
9077,Innenhof,der,Innenhöfe,Innenhofs,123,
9078,Hundchen,das,Hundchen,Hundchens,123,
9079,Milchkaffee,der,Milchkaffees,Milchkaffees,123,
9080,Gecko,der,-,Geckos,123,
9081,Handzeichen,das,Handzeichen,Handzeichens,123,
9082,OAS,die,-,OAS,123,
9083,Vorherrschaft,die,Vorherrschaften,Vorherrschaft,123,
9084,Gestell,das,Gestelle,Gestelles,123,
9085,Skepsis,die,-,Skepsis,123,
9086,Kurzform,die,Kurzformen,Kurzform,123,
9087,Milchmann,der,Milchmänner,Milchmannes,123,
9088,Bratpfanne,die,Bratpfannen,Bratpfanne,123,
9089,Entertainer,der,Entertainer,Entertainers,123,
9090,Kennwort,das,Kennwörter,Kennwortes,123,
9091,Rhetorik,die,Rhetoriken,Rhetorik,123,
9092,Sportlehrer,der,Sportlehrer,Sportlehrers,123,
9093,Sprengladung,die,Sprengladungen,Sprengladung,123,
9094,Nexus,der,Nexus,Nexus,123,
9095,Asiate,der,Asiaten,Asiaten,123,
9096,Werbeagentur,die,Werbeagenturen,Werbeagentur,123,
9097,Bajonett,das,Bajonette,Bajonetts,123,
9098,Tanzschule,die,Tanzschulen,Tanzschule,123,
9099,Farbiger,der,-,-,123,
9100,Kannibalismus,der,-,Kannibalismus,123,
9101,Eingeborene,die,-,-,123,
9102,Motorboot,das,Motorboote,Motorboots,123,
9103,Mittelschule,die,Mittelschulen,Mittelschule,123,
9104,Steckbrief,der,Steckbriefe,Steckbriefes,123,
9105,Gegenstück,das,Gegenstücke,Gegenstücks,123,
9106,Registrierung,die,Registrierungen,Registrierung,123,
9107,Suppenküche,die,Suppenküchen,Suppenküche,123,
9108,Groove,der,Grooves,Grooves,123,
9109,Blutflecken,der,Blutflecken,Blutfleckens,123,
9110,Hostess,die,Hostessen,Hostess,123,
9111,Hohlkopf,der,Hohlköpfe,Hohlkopfes,123,
9112,Reputation,die,-,Reputation,123,
9113,Westentasche,die,Westentaschen,Westentasche,123,
9114,Pädophiler,der,-,-,122,
9115,Geburtstagskuchen,der,Geburtstagskuchen,Geburtstagskuchens,122,
9116,Pächter,der,Pächter,Pächters,122,
9117,Beilage,die,Beilagen,Beilage,122,
9118,Erröten,das,-,Errötens,122,
9119,Muli,das,Mulis,Mulis,122,
9120,Sari,der,Saris,Sari,122,
9121,Ungläubiger,der,-,-,122,
9122,Familienbesitz,der,Familienbesitze,Familienbesitzes,122,
9123,Geflügel,das,Geflügel,Geflügels,122,
9124,Jab,der,Jabs,Jabs,122,
9125,Ausrichtung,die,Ausrichtungen,Ausrichtung,122,
9126,Weed,das,-,Weeds,122,
9127,Beschlag,der,Beschläge,Beschlags,122,
9128,Thorax,der,-,Thorax,122,
9129,Zerfall,der,Zerfälle,Zerfalls,122,
9130,Requisite,die,Requisiten,Requisite,122,
9131,Wüstling,der,Wüstlinge,Wüstlings,122,
9132,Bluterguss,der,Blutergüsse,Blutergusses,122,
9133,Grundwasser,das,-,Grundwassers,122,
9134,Nachlässigkeit,die,Nachlässigkeiten,Nachlässigkeit,122,
9135,Touristin,die,Touristinnen,Touristin,122,
9136,Wasserversorgung,die,-,Wasserversorgung,122,
9137,Lymphknoten,der,Lymphknoten,Lymphknotens,122,
9138,Bearbeitung,die,Bearbeitungen,Bearbeitung,122,
9139,Bieter,der,Bieter,Bieters,122,
9140,Maiskolben,der,Maiskolben,Maiskolbens,122,
9141,Bauchspeicheldrüse,die,Bauchspeicheldrüsen,Bauchspeicheldrüse,122,
9142,Mittelfinger,der,Mittelfinger,Mittelfingers,122,
9143,Toilettenspülung,die,Toilettenspülungen,Toilettenspülung,122,
9144,Labrador,der,Labradore,Labradors,122,
9145,Nitroglyzerin,das,-,Nitroglyzerins,122,
9146,Nikotin,das,-,Nikotins,122,
9147,Grafik,die,Grafiken,Grafik,122,
9148,Pokerface,das,Pokerfaces,Pokerface,122,
9149,Gefängniswärter,der,Gefängniswärter,Gefängniswärters,122,
9150,Freiheitskämpfer,der,Freiheitskämpfer,Freiheitskämpfers,122,
9151,Plazenta,die,-,Plazenta,122,
9152,Franziska,die,Franziskas,Franziska,122,
9153,Remus,der,-,-,122,
9154,Suchmeldung,die,Suchmeldungen,Suchmeldung,122,
9155,Suff,der,-,Suffs,122,
9156,Burgunder,der,Burgunder,Burgunders,122,
9157,Zwangsarbeit,die,Zwangsarbeiten,Zwangsarbeit,122,
9158,Pflegemutter,die,Pflegemütter,Pflegemutter,122,
9159,Repertoire,das,Repertoires,Repertoires,122,
9160,Resonanz,die,Resonanzen,Resonanz,122,
9161,Diktat,das,Diktate,Diktats,122,
9162,Transe,die,Transen,Transe,121,
9163,Hauptsitz,der,Hauptsitze,Hauptsitzes,121,
9164,Para,das,-,Paras,121,
9165,Kajüte,die,Kajüten,Kajüte,121,
9166,Popel,der,Popel,Popels,121,
9167,Specht,der,Spechte,Spechts,121,"EVET - iki farkli cinsiyeti var, kontrol et"
9168,Femme,die,Femmes,Femme,121,
9169,Studentenwohnheim,das,Studentenwohnheime,Studentenwohnheimes,121,
9170,Hetze,die,Hetzen,Hetze,121,
9171,Echtzeit,die,-,Echtzeit,121,
9172,Kunsthändler,der,Kunsthändler,Kunsthändlers,121,
9173,Wahnvorstellung,die,Wahnvorstellungen,Wahnvorstellung,121,
9174,Palästinenser,der,Palästinenser,Palästinensers,121,
9175,Sturheit,die,Sturheiten,Sturheit,121,
9176,Krämer,der,Krämer,Krämers,121,
9177,Mittelweg,der,Mittelwege,Mittelweges,121,
9178,Ruhestätte,die,Ruhestätten,Ruhestätte,121,
9179,Druide,der,Druiden,Druiden,121,
9180,Gefolgschaft,die,Gefolgschaften,Gefolgschaft,121,
9181,Guacamole,die,-,Guacamole,121,
9182,Japanerin,die,Japanerinnen,Japanerin,121,
9183,Diesseits,das,-,Diesseits,121,
9184,Tankwart,der,Tankwarte,Tankwarts,121,
9185,Odyssee,die,Odysseen,Odyssee,121,
9186,Eiszapfen,der,Eiszapfen,Eiszapfens,121,
9187,Masturbation,die,Masturbationen,Masturbation,121,
9188,Saum,der,Säume,Saums,121,
9189,Strohmann,der,-,Strohmannes,121,
9190,Beweislage,die,Beweislagen,Beweislage,121,
9191,Erbstück,das,Erbstücke,Erbstücks,121,
9192,Navigationssystem,das,Navigationssysteme,Navigationssystems,121,
9193,Wahlrecht,das,Wahlrechte,Wahlrechtes,121,
9194,Augenzeugin,die,Augenzeuginnen,Augenzeugin,121,
9195,Bogenschießen,das,Bogenschießen,Bogenschießens,121,
9196,Individualität,die,Individualitäten,Individualität,121,
9197,Bergbau,der,-,Bergbaues,121,
9198,Waffengewalt,die,-,Waffengewalt,121,
9199,Pilotin,die,Pilotinnen,Pilotin,121,
9200,Fantasy,die,-,Fantasy,121,
9201,Gatter,das,Gatter,Gatters,121,
9202,Nacho,der,Nachos,Nacho,121,
9203,Mindestlohn,der,Mindestlöhne,Mindestlohnes,121,
9204,Giftgas,das,Giftgase,Giftgases,121,
9205,Verabschiedung,die,Verabschiedungen,Verabschiedung,120,
9206,Hämatom,das,Hämatome,Hämatoms,120,
9207,Zyanid,das,Zyanide,Zyanids,120,
9208,Blutbank,die,Blutbanken,Blutbank,120,
9209,Maulesel,der,Maulesel,Maulesels,120,
9210,Erkundung,die,Erkundungen,Erkundung,120,
9211,Pulverfass,das,Pulverfässer,Pulverfasses,120,
9212,Gitarrist,der,Gitarristen,Gitarristen,120,
9213,Zielgruppe,die,Zielgruppen,Zielgruppe,120,
9214,Erschießungskommando,das,Erschießungskommandos,Erschießungskommandos,120,
9215,Uhrzeigersinn,der,-,Uhrzeigersinnes,120,
9216,Autorennen,das,Autorennen,Autorennens,120,
9217,Lobotomie,die,Lobotomien,Lobotomie,120,
9218,Mordanschlag,der,Mordanschläge,Mordanschlages,120,
9219,Delphin,der,Delphine,Delphins,120,
9220,Schlepp,der,-,Schlepps,120,
9221,Notlandung,die,Notlandungen,Notlandung,120,
9222,Verbandskasten,der,-,Verbandskastens,120,
9223,Kalzium,das,-,Kalziums,120,
9224,Kamillentee,der,Kamillentees,Kamillentees,120,
9225,Filialleiter,der,Filialleiter,Filialleiters,120,
9226,Türöffner,der,Türöffner,Türöffners,120,
9227,Gasleitung,die,Gasleitungen,Gasleitung,120,
9228,Unterzeichnung,die,Unterzeichnungen,Unterzeichnung,120,
9229,Sterbeurkunde,die,Sterbeurkunden,Sterbeurkunde,120,
9230,Sportart,die,Sportarten,Sportart,120,
9231,Psalm,der,Psalmen,Psalms,120,
9232,Avocado,die,Avocados,Avocado,120,
9233,Baujahr,das,Baujahre,Baujahres,120,
9234,Heißhunger,der,-,Heißhungers,120,
9235,Weltgeschichte,die,-,Weltgeschichte,120,
9236,Kannibale,der,Kannibalen,Kannibalen,120,
9237,Prozessor,der,Prozessoren,Prozessors,120,
9238,Tacker,der,Tacker,Tackers,120,
9239,Musikerin,die,Musikerinnen,Musikerin,120,
9240,Rauchmelder,der,Rauchmelder,Rauchmelders,120,
9241,Leibwache,die,Leibwachen,Leibwache,119,
9242,Acid,das,-,Acids,119,
9243,Abaddon,der,-,Abaddon,119,
9244,Schwertkampf,der,Schwertkämpfe,Schwertkampfes,119,
9245,Übermacht,die,Übermächte,Übermacht,119,
9246,Staatsfeind,der,Staatsfeinde,Staatsfeinds,119,
9247,Stadtgrenze,die,Stadtgrenzen,Stadtgrenze,119,
9248,Beamer,der,Beamer,Beamers,119,
9249,Schlafwandeln,das,-,Schlafwandelns,119,
9250,Nationalpark,der,-,Nationalparks,119,
9251,Gedeck,das,Gedecke,Gedeckes,119,
9252,Demos,der,Demen,Demos,119,
9253,Premierministerin,die,Premierministerinnen,Premierministerin,119,
9254,Friseursalon,der,Friseursalons,Friseursalons,119,
9255,Dit,das,Dits,Dits,119,
9256,Fadenkreuz,das,Fadenkreuze,Fadenkreuzes,119,
9257,Zimmergenossin,die,Zimmergenossinnen,Zimmergenossin,119,
9258,Beschiss,der,-,Beschisses,119,
9259,Nachahmer,der,Nachahmer,Nachahmers,119,
9260,Widerstandskämpfer,der,Widerstandskämpfer,Widerstandskämpfers,119,
9261,Waffensystem,das,Waffensysteme,Waffensystems,119,
9262,Kicker,der,Kicker,Kickers,119,
9263,Rettungsschwimmer,der,Rettungsschwimmer,Rettungsschwimmers,119,
9264,Mammut,das,-,Mammuts,119,
9265,Rockband,die,Rockbands,Rockband,119,
9266,Yogi,der,Yogis,Yogis,119,
9267,Malerin,die,Malerinnen,Malerin,119,
9268,Schimpfwort,das,-,Schimpfworts,119,
9269,Mala,die,Malas,Mala,119,
9270,Föhn,der,Föhne,Föhns,119,
9271,Murmel,die,Murmeln,Murmel,119,"EVET - iki farkli cinsiyeti var, kontrol et"
9272,Mutterleib,der,-,Mutterleibs,119,
9273,Schnorrer,der,Schnorrer,Schnorrers,119,
9274,Schoßhündchen,das,Schoßhündchen,Schoßhündchens,119,
9275,Waschküche,die,Waschküchen,Waschküche,119,
9276,Heia,die,-,Heia,119,
9277,Studienjahr,das,Studienjahre,Studienjahres,119,
9278,Bücherwurm,der,Bücherwürmer,Bücherwurms,119,
9279,Balsam,der,Balsame,Balsams,119,
9280,Durchschuss,der,Durchschüsse,Durchschusses,119,
9281,Desinfektionsmittel,das,Desinfektionsmittel,Desinfektionsmittels,119,
9282,Bratwurst,die,Bratwürste,Bratwurst,119,
9283,Pornostar,der,Pornostars,Pornostars,119,
9284,Verschiebung,die,Verschiebungen,Verschiebung,119,
9285,Enthauptung,die,Enthauptungen,Enthauptung,118,
9286,Ölwechsel,der,Ölwechsel,Ölwechsels,118,
9287,Bewegungsmelder,der,Bewegungsmelder,Bewegungsmelders,118,
9288,Schussverletzung,die,Schussverletzungen,Schussverletzung,118,
9289,Erlag,der,Erläge,Erlages,118,
9290,Rattenfänger,der,Rattenfänger,Rattenfängers,118,
9291,Diadem,das,Diademe,Diadems,118,
9292,Ziegenbock,der,Ziegenböcke,Ziegenbockes,118,
9293,Geflüster,das,-,Geflüsters,118,
9294,Nachbildung,die,Nachbildungen,Nachbildung,118,
9295,Smoothie,der,Smoothies,Smoothies,118,
9296,Sonntagsschule,die,Sonntagsschulen,Sonntagsschule,118,
9297,Kernschmelze,die,Kernschmelzen,Kernschmelze,118,
9298,Schlepptau,das,Schlepptaue,Schlepptaus,118,
9299,Mittelstufe,die,Mittelstufen,Mittelstufe,118,
9300,Sexualstraftäter,der,Sexualstraftäter,Sexualstraftäters,118,
9301,Schotter,der,Schotter,Schotters,118,
9302,Afroamerikaner,der,Afroamerikaner,Afroamerikaners,118,
9303,Sahib,der,Sahibs,Sahib,118,
9304,Idealist,der,Idealisten,Idealisten,118,
9305,Größenordnung,die,Größenordnungen,Größenordnung,118,
9306,Gräuel,der,Gräuel,Gräuels,118,
9307,Deckmantel,der,Deckmäntel,Deckmantels,118,
9308,Eismann,der,Eismänner,Eismanns,118,
9309,Unannehmlichkeit,die,Unannehmlichkeiten,Unannehmlichkeit,118,
9310,Vollpfosten,der,Vollpfosten,Vollpfostens,118,
9311,Mähne,die,Mähnen,Mähne,118,
9312,Pechvogel,der,Pechvögel,Pechvogels,118,
9313,Professionalität,die,-,Professionalität,118,
9314,Merlot,der,Merlots,Merlots,118,
9315,Psi,das,Psis,Psi,118,
9316,Börsengang,der,Börsengänge,Börsengangs,118,
9317,Weihnachtskarte,die,Weihnachtskarten,Weihnachtskarte,118,
9318,Schneeball,der,Schneebälle,Schneeballes,118,
9319,Wildkatze,die,Wildkatzen,Wildkatze,118,
9320,Fließband,das,Fließbänder,Fließbandes,118,
9321,Seefahrer,der,Seefahrer,Seefahrers,118,
9322,Lichtstrahl,der,Lichtstrahlen,Lichtstrahles,118,
9323,Gemeindezentrum,das,Gemeindezentren,Gemeindezentrums,118,
9324,Feuergefecht,das,Feuergefechte,Feuergefechtes,118,
9325,Schwalbe,die,Schwalben,Schwalbe,118,
9326,Wachtel,die,Wachteln,Wachtel,118,
9327,Aufopferung,die,Aufopferungen,Aufopferung,117,
9328,Versüßen,das,-,Versüßens,117,
9329,Schlachtplan,der,Schlachtpläne,Schlachtplans,117,
9330,Hebräer,der,Hebräer,Hebräers,117,
9331,Ungestüm,das,-,Ungestüms,117,
9332,Mätzchen,das,Mätzchen,Mätzchens,117,
9333,Georgette,der,Georgettes,Georgettes,117,
9334,Agamemnon,der,-,-,117,
9335,Fragerei,die,Fragereien,Fragerei,117,
9336,Repräsentant,der,Repräsentanten,Repräsentanten,117,
9337,Kaffeehaus,das,Kaffeehäuser,Kaffeehauses,117,
9338,Erwerb,der,Erwerbe,Erwerbes,117,
9339,Unterseite,die,Unterseiten,Unterseite,117,
9340,Ruderboot,das,Ruderboote,Ruderbootes,117,
